Code,Name,Close,Volume,VolumeTotal,Amount,AmountTotal,Market,ChangesRatio
005930,삼성전자,268000.0,35463855.0,54930437.0,9504313140000.0,14721357116000.0,KOSPI,4.89
000660,SK하이닉스,1593000.0,4599305.0,7531276.0,7326692865000.0,11997322668000.0,KOSPI,5.92
005935,삼성전자우,187800.0,5491249.0,5491249.0,1031256562200.0,1031256562200.0,KOSPI,0.91
402340,SK스퀘어,1117000.0,754168.0,1200772.0,842405656000.0,1341262324000.0,KOSPI,9.08
009150,삼성전기,1503000.0,1157518.0,2383405.0,1739749554000.0,3582257715000.0,KOSPI,12.58
005380,현대차,418500.0,590756.0,1042952.0,247231386000.0,436475412000.0,KOSPI,2.2
373220,LG에너지솔루션,365500.0,321608.0,389124.0,117547724000.0,142224822000.0,KOSPI,1.95
207940,삼성바이오로직스,1564000.0,55792.0,68624.0,87258688000.0,107327936000.0,KOSPI,0.97
012450,한화에어로스페이스,1185000.0,199928.0,244931.0,236914680000.0,290243235000.0,KOSPI,2.51
105560,KB금융,168100.0,1268495.0,1443202.0,213234009500.0,242602256200.0,KOSPI,1.27
028260,삼성물산,365000.0,501146.0,633071.0,182918290000.0,231070915000.0,KOSPI,2.1
032830,삼성생명,291500.0,561760.0,686438.0,163753040000.0,200096677000.0,KOSPI,-3.64
000270,기아,137400.0,1035090.0,1234272.0,142221366000.0,169588972800.0,KOSPI,1.33
329180,HD현대중공업,496000.0,401809.0,505474.0,199297264000.0,250715104000.0,KOSPI,0.0
034020,두산에너빌리티,80900.0,2271931.0,4501569.0,183799217900.0,364176932100.0,KOSPI,0.75
055550,신한지주,106600.0,1240333.0,1347037.0,132219497800.0,143594144200.0,KOSPI,2.7
068270,셀트리온,202000.0,679170.0,925310.0,137192340000.0,186912620000.0,KOSPI,0.0
012330,현대모비스,511000.0,300816.0,439853.0,153716976000.0,224764883000.0,KOSPI,2.51
034730,SK,553000.0,198957.0,245249.0,110023221000.0,135622697000.0,KOSPI,1.47
006400,삼성SDI,487000.0,321399.0,556092.0,156521313000.0,270816804000.0,KOSPI,0.31
086790,하나금융지주,131000.0,1050264.0,1109490.0,137584584000.0,145343190000.0,KOSPI,2.42
035420,NAVER,226500.0,1834477.0,3675221.0,415509040500.0,832437556500.0,KOSPI,5.1
066570,LG전자,206500.0,1210921.0,2721191.0,250055186500.0,561925941500.0,KOSPI,0.73
010120,LS ELECTRIC,214000.0,692085.0,1361939.0,148106190000.0,291454946000.0,KOSPI,2.64
267260,HD현대일렉트릭,785000.0,154121.0,213941.0,120984985000.0,167943685000.0,KOSPI,0.38
298040,효성중공업,3017000.0,45167.0,70722.0,136268839000.0,213368274000.0,KOSPI,4.32
042660,한화오션,90700.0,1258314.0,2208511.0,114129079800.0,200311947700.0,KOSPI,0.67
000810,삼성화재,611000.0,190872.0,205822.0,116622792000.0,125757242000.0,KOSPI,-2.71
009540,HD한국조선해양,371500.0,413250.0,491301.0,153522375000.0,182518321500.0,KOSPI,-2.37
005490,POSCO홀딩스,325500.0,450110.0,605362.0,146510805000.0,197045331000.0,KOSPI,0.15
010130,고려아연,1233000.0,25881.0,42471.0,31911273000.0,52366743000.0,KOSPI,1.48
069500,KODEX 200,107270.0,16634165.0,16634165.0,1784346879550.0,1784346879550.0,KOSPI,3.89
316140,우리금융지주,33300.0,2198553.0,2488710.0,73211814900.0,82874043000.0,KOSPI,0.91
042700,한미반도체,226000.0,744192.0,1420220.0,168187392000.0,320969720000.0,KOSPI,3.91
006800,미래에셋증권,38050.0,4018469.0,7797054.0,152902745450.0,296677904700.0,KOSPI,4.25
015760,한국전력,33100.0,5967560.0,8303477.0,197526236000.0,274845088700.0,KOSPI,-6.63
360750,TIGER 미국S&P500,27280.0,34599560.0,34599560.0,943875996800.0,943875996800.0,KOSPI,0.53
096770,SK이노베이션,121700.0,582784.0,817631.0,70924812800.0,99505692700.0,KOSPI,-0.57
000150,두산,1262000.0,55753.0,85970.0,70360286000.0,108494140000.0,KOSPI,0.64
011200,HMM,21050.0,1745070.0,2687510.0,36733723500.0,56572085500.0,KOSPI,-1.41
138040,메리츠금융지주,118600.0,362102.0,432953.0,42945297200.0,51348225800.0,KOSPI,-0.34
017670,SK텔레콤,91100.0,2598747.0,3868145.0,236745851700.0,352388009500.0,KOSPI,3.76
051910,LG화학,275500.0,213415.0,252040.0,58795832500.0,69437020000.0,KOSPI,0.0
010140,삼성중공업,22000.0,4643707.0,7270349.0,102161554000.0,159947678000.0,KOSPI,1.15
079550,LIG디펜스앤에어로스페이스,837000.0,181063.0,238408.0,151549731000.0,199547496000.0,KOSPI,6.22
018260,삼성에스디에스,237000.0,358445.0,632277.0,84951465000.0,149849649000.0,KOSPI,0.64
267250,HD현대,229000.0,202449.0,250640.0,46360821000.0,57396560000.0,KOSPI,-0.65
033780,KT&G,173800.0,570680.0,649187.0,99184184000.0,112828700600.0,KOSPI,-2.03
035720,카카오,40100.0,2622180.0,2622180.0,105149418000.0,105149418000.0,KOSPI,1.39
003550,LG,113700.0,423979.0,510185.0,48206412300.0,58008034500.0,KOSPI,3.74
064350,현대로템,147600.0,476895.0,614480.0,70389702000.0,90697248000.0,KOSPI,0.75
024110,기업은행,20000.0,1769467.0,2240718.0,35389340000.0,44814360000.0,KOSPI,-0.74
010950,S-Oil,140900.0,323206.0,384219.0,45539725400.0,54136457100.0,KOSPI,-0.42
086280,현대글로비스,204500.0,159764.0,231675.0,32671738000.0,47377537500.0,KOSPI,2.4
272210,한화시스템,79600.0,536123.0,838453.0,42675390800.0,66740858800.0,KOSPI,5.29
278470,에이피알,399500.0,302083.0,484844.0,120682158500.0,193695178000.0,KOSPI,0.63
003670,포스코퓨처엠,165900.0,375509.0,610961.0,62296943100.0,101358429900.0,KOSPI,3.69
