Code,Name,Close,Volume,VolumeTotal,Amount,AmountTotal,Market,ChangesRatio
005930,삼성전자,260000.0,17009810.0,26740318.0,4422550600000.0,6952482680000.0,KOSPI,1.17
000660,SK하이닉스,1674000.0,3738187.0,5625097.0,6257725038000.0,9416412378000.0,KOSPI,1.27
005935,삼성전자우,186500.0,2776093.0,2776093.0,517741344500.0,517741344500.0,KOSPI,-0.16
402340,SK스퀘어,1037000.0,626933.0,772393.0,650129521000.0,800971541000.0,KOSPI,0.88
009150,삼성전기,1458000.0,880377.0,1334972.0,1283589666000.0,1946389176000.0,KOSPI,2.6
373220,LG에너지솔루션,378000.0,416481.0,563615.0,157429818000.0,213046470000.0,KOSPI,2.16
005380,현대차,403500.0,605506.0,967400.0,244321671000.0,390345900000.0,KOSPI,1.0
207940,삼성바이오로직스,1518000.0,71847.0,86351.0,109063746000.0,131080818000.0,KOSPI,2.15
105560,KB금융,173300.0,3030100.0,3200726.0,525116330000.0,554685815800.0,KOSPI,0.99
032830,삼성생명,306000.0,368458.0,436056.0,112748148000.0,133433136000.0,KOSPI,-1.29
028260,삼성물산,376500.0,304744.0,373606.0,114736116000.0,140662659000.0,KOSPI,0.4
012450,한화에어로스페이스,1102000.0,177219.0,226067.0,195295338000.0,249125834000.0,KOSPI,-4.75
034020,두산에너빌리티,82500.0,3480927.0,6498963.0,287176477500.0,536164447500.0,KOSPI,-6.46
000270,기아,131000.0,1014981.0,1235292.0,132962511000.0,161823252000.0,KOSPI,2.34
055550,신한지주,108900.0,1693838.0,1780850.0,184458958200.0,193934565000.0,KOSPI,-0.73
329180,HD현대중공업,449500.0,161433.0,213134.0,72564133500.0,95803733000.0,KOSPI,-1.64
006400,삼성SDI,577000.0,813437.0,1526765.0,469353149000.0,880943405000.0,KOSPI,1.05
068270,셀트리온,188900.0,606202.0,761008.0,114511557800.0,143754411200.0,KOSPI,-0.94
012330,현대모비스,453500.0,488649.0,668893.0,221602321500.0,303342975500.0,KOSPI,0.67
034730,SK,545000.0,256617.0,281268.0,139856265000.0,153291060000.0,KOSPI,0.37
086790,하나금융지주,136300.0,1316768.0,1398706.0,179475478400.0,190643627800.0,KOSPI,0.22
066570,LG전자,216500.0,1376533.0,2470609.0,298019394500.0,534886848500.0,KOSPI,7.44
035420,NAVER,217000.0,726287.0,1222464.0,157604279000.0,265274688000.0,KOSPI,-1.59
010120,LS ELECTRIC,207500.0,465844.0,953352.0,96662630000.0,197820540000.0,KOSPI,-3.26
000810,삼성화재,665000.0,108443.0,118335.0,72114595000.0,78692775000.0,KOSPI,-3.2
267260,HD현대일렉트릭,781000.0,132565.0,180337.0,103533265000.0,140843197000.0,KOSPI,-4.05
298040,효성중공업,2963000.0,57480.0,85912.0,170313240000.0,254557256000.0,KOSPI,-6.03
