Code,Close,Volume,VolumeTotal,Amount,AmountTotal,Market,ChangesRatio
005930,240000.0,29246080.0,53757630.0,7019059200000.0,12901831200000.0,KOSPI,0.21
000660,1577000.0,5302250.0,9224209.0,8361648250000.0,14546577593000.0,KOSPI,0.64
005935,176400.0,2548005.0,2548005.0,449468082000.0,449468082000.0,KOSPI,-0.9
402340,1060000.0,949701.0,1367351.0,1006683060000.0,1449392060000.0,KOSPI,3.41
009150,1185000.0,981146.0,2211354.0,1162658010000.0,2620454490000.0,KOSPI,0.34
005380,392500.0,680354.0,1176493.0,267038945000.0,461773502500.0,KOSPI,-0.13
373220,328500.0,270560.0,377584.0,88878960000.0,124036344000.0,KOSPI,3.96
207940,1476000.0,51711.0,69300.0,76325436000.0,102286800000.0,KOSPI,3.72
105560,168800.0,743858.0,905754.0,125563230400.0,152891275200.0,KOSPI,-0.41
032830,278000.0,691982.0,796371.0,192370996000.0,221391138000.0,KOSPI,-3.3
028260,322500.0,484547.0,653400.0,156266407500.0,210721500000.0,KOSPI,-1.98
012450,1004000.0,225172.0,274425.0,226072688000.0,275522700000.0,KOSPI,9.25
329180,483000.0,151987.0,201963.0,73409721000.0,97548129000.0,KOSPI,2.66
000270,129600.0,700158.0,871498.0,90740476800.0,112946140800.0,KOSPI,0.0
055550,102300.0,760871.0,860036.0,77837103300.0,87981682800.0,KOSPI,-0.39
034020,73000.0,2577175.0,5280455.0,188133775000.0,385473215000.0,KOSPI,7.83
012330,481500.0,270991.0,466845.0,130482166500.0,224785867500.0,KOSPI,-2.43
068270,185800.0,521154.0,725606.0,96830413200.0,134817594800.0,KOSPI,1.98
034730,518000.0,180653.0,244968.0,93578254000.0,126893424000.0,KOSPI,-0.96
035420,226500.0,2278507.0,4886893.0,516081835500.0,1106881264500.0,KOSPI,9.16
086790,127600.0,507052.0,567101.0,64699835200.0,72362087600.0,KOSPI,0.55
006400,419500.0,401522.0,673662.0,168438479000.0,282601209000.0,KOSPI,7.7
010120,197000.0,827737.0,1703395.0,163064189000.0,335568815000.0,KOSPI,4.56
000810,620000.0,81687.0,90370.0,50645940000.0,56029400000.0,KOSPI,0.65
066570,165500.0,1179360.0,2136175.0,195184080000.0,353536962500.0,KOSPI,4.22
042660,87500.0,1087835.0,2070665.0,95185562500.0,181183187500.0,KOSPI,5.42
009540,374000.0,169922.0,210797.0,63550828000.0,78838078000.0,KOSPI,1.49
267260,716000.0,156137.0,210029.0,111794092000.0,150380764000.0,KOSPI,6.39
005490,313000.0,276520.0,427101.0,86550760000.0,133682613000.0,KOSPI,3.13
298040,2655000.0,61559.0,89601.0,163439145000.0,237890655000.0,KOSPI,6.41
316140,33200.0,1619757.0,1908313.0,53775932400.0,63355991600.0,KOSPI,-0.45
069500,100330.0,20320351.0,20320351.0,2038740815830.0,2038740815830.0,KOSPI,1.24
015760,35150.0,1276750.0,1944709.0,44877762500.0,68356521350.0,KOSPI,1.88
010130,1044000.0,14310.0,18962.0,14939640000.0,19796328000.0,KOSPI,2.35
000150,1274000.0,70065.0,104871.0,89262810000.0,133605654000.0,KOSPI,2.91
360750,27125.0,20419238.0,20419238.0,553871830750.0,553871830750.0,KOSPI,1.59
138040,119500.0,276866.0,296857.0,33085487000.0,35474411500.0,KOSPI,-0.67
011200,21200.0,1078734.0,1740776.0,22869160800.0,36904451200.0,KOSPI,2.17
017670,91400.0,2444130.0,4157942.0,223393482000.0,380035898800.0,KOSPI,11.46
042700,203000.0,865479.0,1655834.0,175692237000.0,336134302000.0,KOSPI,0.25
006800,34050.0,1586634.0,2666264.0,54024887700.0,90786289200.0,KOSPI,2.41
010140,21650.0,3560045.0,6198755.0,77074974250.0,134203045750.0,KOSPI,3.59
096770,111300.0,574466.0,854581.0,63938065800.0,95114865300.0,KOSPI,3.06
033780,175600.0,218157.0,242367.0,38308369200.0,42559645200.0,KOSPI,0.0
051910,256500.0,217286.0,276281.0,55733859000.0,70866076500.0,KOSPI,3.85
079550,801000.0,182444.0,254154.0,146137644000.0,203577354000.0,KOSPI,14.59
018260,219500.0,409886.0,786358.0,89969977000.0,172605581000.0,KOSPI,8.13
035720,37900.0,2256846.0,2256846.0,85534463400.0,85534463400.0,KOSPI,1.88
267250,208500.0,159803.0,195497.0,33318925500.0,40761124500.0,KOSPI,4.98
024110,20350.0,597126.0,867397.0,12151514100.0,17651528950.0,KOSPI,0.49
003550,102000.0,224190.0,281577.0,22867380000.0,28720854000.0,KOSPI,2.31
064350,139900.0,457455.0,612373.0,63997954500.0,85670982700.0,KOSPI,7.86
086280,200000.0,110606.0,144488.0,22121200000.0,28897600000.0,KOSPI,0.05
010950,125800.0,388861.0,445031.0,48918713800.0,55984899800.0,KOSPI,3.37
278470,359500.0,318623.0,454466.0,114544968500.0,163380527000.0,KOSPI,6.36
047810,137500.0,511714.0,711739.0,70360675000.0,97864112500.0,KOSPI,11.16
030200,52300.0,233152.0,292710.0,12193849600.0,15308733000.0,KOSPI,0.19
272210,69100.0,615884.0,1053489.0,42557584400.0,72796089900.0,KOSPI,9.51
003670,142800.0,183174.0,277499.0,26157247200.0,39626857200.0,KOSPI,4.39
011070,525000.0,256055.0,465894.0,134428875000.0,244594350000.0,KOSPI,2.34
000720,101500.0,622625.0,912886.0,63196437500.0,92657929000.0,KOSPI,6.17
071050,202500.0,181756.0,233305.0,36805590000.0,47244262500.0,KOSPI,2.84
133690,183570.0,1330386.0,1330386.0,244218958020.0,244218958020.0,KOSPI,1.79
259960,238000.0,115700.0,130737.0,27536600000.0,31115406000.0,KOSPI,1.28
307950,394000.0,72173.0,148334.0,28436162000.0,58443596000.0,KOSPI,3.01
323410,21850.0,704358.0,1049738.0,15390222300.0,22936775300.0,KOSPI,0.0
005940,27850.0,355305.0,571785.0,9895244250.0,15924212250.0,KOSPI,0.91
005830,154800.0,174829.0,187371.0,27063529200.0,29005030800.0,KOSPI,-1.15
379800,24595.0,15888205.0,15888205.0,390770401975.0,390770401975.0,KOSPI,1.36
003490,26100.0,1548257.0,1548257.0,40409507700.0,40409507700.0,KOSPI,-0.38
0126Z0,386000.0,28356.0,48833.0,10945416000.0,18849538000.0,KOSPI,4.47
102110,100435.0,4053219.0,4053219.0,407085050265.0,407085050265.0,KOSPI,1.08
047050,54000.0,375949.0,534062.0,20301246000.0,28839348000.0,KOSPI,5.26
006260,300500.0,167255.0,251321.0,50260127500.0,75521960500.0,KOSPI,10.07
028050,47750.0,2738210.0,2738210.0,130749527500.0,130749527500.0,KOSPI,7.55
003230,1219000.0,66134.0,97933.0,80617346000.0,119380327000.0,KOSPI,5.91
078930,96900.0,756290.0,876171.0,73284501000.0,84900969900.0,KOSPI,14.54
379810,27445.0,5742902.0,5742902.0,157613945390.0,157613945390.0,KOSPI,1.78
016360,98600.0,260697.0,437882.0,25704724200.0,43175165200.0,KOSPI,1.65
396500,32395.0,16308641.0,16308641.0,528318425195.0,528318425195.0,KOSPI,2.0
161390,67700.0,180614.0,208378.0,12227567800.0,14107190600.0,KOSPI,1.35
443060,184900.0,128660.0,144651.0,23789234000.0,26745969900.0,KOSPI,1.09
488770,105125.0,662786.0,662786.0,69675378250.0,69675378250.0,KOSPI,0.01
180640,120400.0,84832.0,125005.0,10213772800.0,15050602000.0,KOSPI,1.18
352820,181000.0,360309.0,504001.0,65215929000.0,91224181000.0,KOSPI,3.84
090430,131900.0,383994.0,508658.0,50648808600.0,67091990200.0,KOSPI,1.62
039490,284000.0,100192.0,135381.0,28454528000.0,38448204000.0,KOSPI,3.65
278530,36365.0,2694201.0,2694201.0,97974619365.0,97974619365.0,KOSPI,1.21
005387,198100.0,61674.0,61674.0,12217619400.0,12217619400.0,KOSPI,0.0
021240,94300.0,194264.0,210302.0,18319095200.0,19831478600.0,KOSPI,2.28
459580,1073870.0,448252.0,448252.0,481364375240.0,481364375240.0,KOSPI,0.01
064400,68100.0,1261597.0,1261597.0,85914755700.0,85914755700.0,KOSPI,8.96
032640,14930.0,1106127.0,1334971.0,16514476110.0,19931117030.0,KOSPI,0.61
326030,79800.0,119364.0,189086.0,9525247200.0,15089062800.0,KOSPI,1.79
047040,15200.0,9667997.0,9667997.0,146953554400.0,146953554400.0,KOSPI,14.29
267270,127100.0,450904.0,616606.0,57309898400.0,78370622600.0,KOSPI,0.47
241560,62700.0,121080.0,155348.0,7591716000.0,9740319600.0,KOSPI,3.81
000100,74800.0,216144.0,342139.0,16167571200.0,25591997200.0,KOSPI,1.63
377300,43800.0,591871.0,935081.0,25923949800.0,40956547800.0,KOSPI,1.98
007660,79600.0,626109.0,1018368.0,49838276400.0,81062092800.0,KOSPI,6.85
381180,43300.0,1642198.0,1642198.0,71107173400.0,71107173400.0,KOSPI,1.44
122630,95335.0,23734004.0,23734004.0,2262681271340.0,2262681271340.0,KOSPI,1.78
029780,46550.0,79246.0,103583.0,3688901300.0,4821788650.0,KOSPI,-0.85
498400,19295.0,7996790.0,7996790.0,154298063050.0,154298063050.0,KOSPI,0.99
271560,132700.0,62778.0,76781.0,8330640600.0,10188838700.0,KOSPI,-0.6
036570,240500.0,43882.0,60749.0,10553621000.0,14610134500.0,KOSPI,3.66
0167A0,15925.0,25101946.0,25101946.0,399748490050.0,399748490050.0,KOSPI,2.02
175330,27050.0,233791.0,281194.0,6324046550.0,7606297700.0,KOSPI,-0.18
