Code,Close,Volume,VolumeTotal,Amount,AmountTotal,Market,ChangesRatio
047810,150100.0,457171.0,614972.0,68621367100.0,92307297200.0,KOSPI,2.46
278470,378000.0,479961.0,835509.0,181425258000.0,315822402000.0,KOSPI,5.73
010950,124900.0,265338.0,316853.0,33140716200.0,39574939700.0,KOSPI,1.96
030200,53500.0,229905.0,290141.0,12299917500.0,15522543500.0,KOSPI,1.9
272210,70100.0,307005.0,515247.0,21521050500.0,36118814700.0,KOSPI,-3.18
003670,147500.0,189359.0,910186.0,27930452500.0,134252435000.0,KOSPI,0.89
011070,554000.0,264961.0,476723.0,146788394000.0,264104542000.0,KOSPI,-7.82
000720,112600.0,643555.0,1117949.0,72464293000.0,125881057400.0,KOSPI,2.27
307950,417000.0,88920.0,192254.0,37079640000.0,80169918000.0,KOSPI,0.6
133690,185245.0,1801000.0,1801000.0,333626245000.0,333626245000.0,KOSPI,-1.48
071050,204000.0,240574.0,280347.0,49077096000.0,57190788000.0,KOSPI,-2.63
259960,230000.0,131085.0,149547.0,30149550000.0,34395810000.0,KOSPI,0.44
005830,159800.0,121070.0,129498.0,19346986000.0,20693780400.0,KOSPI,2.7
005940,28300.0,603301.0,684692.0,17073418300.0,19376783600.0,KOSPI,0.18
323410,21600.0,780246.0,1046876.0,16853313600.0,22612521600.0,KOSPI,0.23
006260,328500.0,219985.0,299894.0,72265072500.0,98515179000.0,KOSPI,-0.15
003490,27500.0,2547532.0,2547532.0,70057130000.0,70057130000.0,KOSPI,2.23
379800,24790.0,15658253.0,15658253.0,388168091870.0,388168091870.0,KOSPI,-0.54
0126Z0,402000.0,35565.0,58832.0,14297130000.0,23650464000.0,KOSPI,3.34
047050,55400.0,272965.0,396594.0,15122261000.0,21971307600.0,KOSPI,1.84
028050,49450.0,2187515.0,2187515.0,108172616750.0,108172616750.0,KOSPI,0.71
102110,99045.0,6577209.0,6577209.0,651439665405.0,651439665405.0,KOSPI,-5.33
003230,1233000.0,42156.0,60919.0,51978348000.0,75113127000.0,KOSPI,1.9
078930,98800.0,530113.0,614871.0,52375164400.0,60749254800.0,KOSPI,4.0
379810,27695.0,10490754.0,10490754.0,290541432030.0,290541432030.0,KOSPI,-1.41
443060,195800.0,56740.0,69010.0,11109692000.0,13512158000.0,KOSPI,1.4
161390,70500.0,262601.0,307930.0,18513370500.0,21709065000.0,KOSPI,4.14
016360,95400.0,476734.0,626700.0,45480423600.0,59787180000.0,KOSPI,-2.25
180640,127200.0,97973.0,130789.0,12462165600.0,16636360800.0,KOSPI,3.84
396500,31095.0,14270373.0,14270373.0,443737248435.0,443737248435.0,KOSPI,-8.26
090430,137800.0,529100.0,742186.0,72909980000.0,102273230800.0,KOSPI,4.95
488770,105145.0,807077.0,807077.0,84860111165.0,84860111165.0,KOSPI,0.01
352820,180700.0,227341.0,327794.0,41080518700.0,59232375800.0,KOSPI,-0.17
039490,290500.0,113348.0,132071.0,32927594000.0,38366625500.0,KOSPI,-0.68
278530,35845.0,1418464.0,1418464.0,50844842080.0,50844842080.0,KOSPI,-5.11
005387,202500.0,93872.0,93872.0,19009080000.0,19009080000.0,KOSPI,-0.98
064400,72100.0,880055.0,880055.0,63451965500.0,63451965500.0,KOSPI,-1.64
047040,16870.0,11407600.0,11407600.0,192446212000.0,192446212000.0,KOSPI,3.94
021240,96600.0,189009.0,215337.0,18258269400.0,20801554200.0,KOSPI,4.09
267270,141900.0,321715.0,459523.0,45651358500.0,65206313700.0,KOSPI,0.0
459580,1074205.0,382413.0,382413.0,410789956665.0,410789956665.0,KOSPI,0.02
326030,83500.0,166425.0,245865.0,13896487500.0,20529727500.0,KOSPI,1.83
032640,15000.0,1348447.0,1652381.0,20226705000.0,24785715000.0,KOSPI,0.54
000100,77800.0,267750.0,403325.0,20830950000.0,31378685000.0,KOSPI,3.6
241560,64000.0,110574.0,124465.0,7076736000.0,7965760000.0,KOSPI,-0.47
007660,83100.0,410614.0,606895.0,34122023400.0,50432974500.0,KOSPI,-1.89
381180,44205.0,2458977.0,2458977.0,108699078285.0,108699078285.0,KOSPI,-3.3
377300,41800.0,226863.0,522178.0,9482873400.0,21827040400.0,KOSPI,0.6
029780,47350.0,85547.0,102674.0,4050650450.0,4861613900.0,KOSPI,1.72
001440,27400.0,1945383.0,1945383.0,53303494200.0,53303494200.0,KOSPI,-3.69
271560,135500.0,116808.0,132789.0,15827484000.0,17992909500.0,KOSPI,3.99
122630,92200.0,17937175.0,17937175.0,1653807535000.0,1653807535000.0,KOSPI,-10.27
175330,28250.0,279726.0,356631.0,7902259500.0,10074825750.0,KOSPI,1.62
498400,19045.0,7977801.0,7977801.0,151937220045.0,151937220045.0,KOSPI,-4.94
009830,30400.0,4094673.0,4094673.0,124478059200.0,124478059200.0,KOSPI,0.83
036570,239500.0,45617.0,60241.0,10925271500.0,14427719500.0,KOSPI,1.91
128940,391000.0,73591.0,96632.0,28774081000.0,37783112000.0,KOSPI,2.89
0167A0,15385.0,21240629.0,21240629.0,326787077165.0,326787077165.0,KOSPI,-8.56
062040,161400.0,211458.0,333528.0,34129321200.0,53831419200.0,KOSPI,-3.47
353200,99500.0,684525.0,684525.0,68110237500.0,68110237500.0,KOSPI,-6.4
091160,111045.0,1883629.0,1883629.0,209167582305.0,209167582305.0,KOSPI,-7.01
051900,324000.0,285599.0,434408.0,92534076000.0,140748192000.0,KOSPI,10.77
088980,10000.0,779723.0,779723.0,7797230000.0,7797230000.0,KOSPI,0.3
034220,9560.0,2616409.0,2616409.0,25012870040.0,25012870040.0,KOSPI,-2.45
005385,200000.0,66515.0,66515.0,13303000000.0,13303000000.0,KOSPI,-1.48
229200,13580.0,31565859.0,31565859.0,428664365220.0,428664365220.0,KOSPI,0.26
138930,14920.0,1031177.0,1255620.0,15385160840.0,18733850400.0,KOSPI,-0.13
000500,155100.0,146852.0,463870.0,22776745200.0,71946237000.0,KOSPI,-2.39
454910,70700.0,796486.0,796486.0,56311560200.0,56311560200.0,KOSPI,-3.15
010060,244000.0,328612.0,933687.0,80181328000.0,227819628000.0,KOSPI,-0.81
001040,145900.0,125881.0,150432.0,18366037900.0,21948028800.0,KOSPI,5.88
148020,99700.0,1123812.0,1123812.0,112044056400.0,112044056400.0,KOSPI,-5.18
111770,95000.0,85007.0,101022.0,8075665000.0,9597090000.0,KOSPI,7.71
458730,15215.0,1759014.0,1759014.0,26763398010.0,26763398010.0,KOSPI,-0.69
360200,27575.0,546651.0,546651.0,15073901325.0,15073901325.0,KOSPI,-0.45
004170,427500.0,102557.0,113011.0,43843117500.0,48312202500.0,KOSPI,-0.58
310970,44035.0,9500.0,9500.0,418332500.0,418332500.0,KOSPI,-5.72
411060,27170.0,1377818.0,1377818.0,37435315060.0,37435315060.0,KOSPI,2.14
011790,80300.0,155994.0,249174.0,12526318200.0,20008672200.0,KOSPI,-1.35
088350,4580.0,3620596.0,3620596.0,16582329680.0,16582329680.0,KOSPI,5.17
052690,102200.0,70068.0,93912.0,7160949600.0,9597806400.0,KOSPI,-0.29
381170,32030.0,831882.0,831882.0,26645180460.0,26645180460.0,KOSPI,-1.11
000990,88600.0,619866.0,892421.0,54920127600.0,79068500600.0,KOSPI,-1.56
0162Z0,12475.0,7946552.0,7946552.0,99133236200.0,99133236200.0,KOSPI,-4.33
004020,28150.0,427858.0,668553.0,12044202700.0,18819766950.0,KOSPI,1.81
018880,3610.0,6312769.0,6312769.0,22789096090.0,22789096090.0,KOSPI,2.27
002380,429500.0,23429.0,31447.0,10062755500.0,13506486500.0,KOSPI,-0.58
082740,43450.0,657862.0,1070088.0,28584103900.0,46495323600.0,KOSPI,-5.65
423160,110705.0,77522.0,77522.0,8582073010.0,8582073010.0,KOSPI,0.01
233740,6615.0,134360007.0,134360007.0,888791446305.0,888791446305.0,KOSPI,1.15
357870,57870.0,179696.0,179696.0,10399007520.0,10399007520.0,KOSPI,0.02
367380,31850.0,1104300.0,1104300.0,35171955000.0,35171955000.0,KOSPI,-1.39
395160,34880.0,6132573.0,6132573.0,213904146240.0,213904146240.0,KOSPI,-9.5
273130,110105.0,30615.0,30615.0,3370864575.0,3370864575.0,KOSPI,-0.09
001450,38650.0,303550.0,407970.0,11732207500.0,15768040500.0,KOSPI,5.31
066970,79800.0,212814.0,457275.0,16982557200.0,36490545000.0,KOSPI,0.0
023530,114500.0,171619.0,194431.0,19650375500.0,22262349500.0,KOSPI,0.17
036460,34750.0,108763.0,176018.0,3779514250.0,6116625500.0,KOSPI,2.36
251270,39000.0,214888.0,241460.0,8380632000.0,9416940000.0,KOSPI,2.77
022100,20600.0,287345.0,628437.0,5919307000.0,12945802200.0,KOSPI,-1.2
028670,5850.0,2695781.0,2695781.0,15770318850.0,15770318850.0,KOSPI,-0.17
395270,49200.0,1365750.0,1365750.0,67194900000.0,67194900000.0,KOSPI,-9.42
035250,14500.0,336322.0,447342.0,4876669000.0,6486459000.0,KOSPI,2.26
483650,247000.0,141517.0,264516.0,34954699000.0,65335452000.0,KOSPI,6.47
102780,23900.0,500576.0,500576.0,11963766400.0,11963766400.0,KOSPI,-4.17
011780,121700.0,40461.0,49852.0,4924103700.0,6066988400.0,KOSPI,1.59
097950,203000.0,35676.0,48684.0,7242228000.0,9882852000.0,KOSPI,2.78
031210,43750.0,23999.0,32151.0,1049956250.0,1406606250.0,KOSPI,1.86
0043B0,103270.0,125885.0,125885.0,13000143950.0,13000143950.0,KOSPI,0.03
008930,43800.0,451944.0,755533.0,19795147200.0,33092345400.0,KOSPI,8.55
487240,34730.0,4106361.0,4106361.0,142613917530.0,142613917530.0,KOSPI,-4.68
455890,55350.0,94716.0,94716.0,5242530600.0,5242530600.0,KOSPI,0.02
009420,55600.0,343372.0,521493.0,19091483200.0,28995010800.0,KOSPI,4.71
012750,75000.0,44239.0,48097.0,3317925000.0,3607275000.0,KOSPI,1.9
017800,72400.0,64717.0,90205.0,4685510800.0,6530842000.0,KOSPI,1.69
302440,35900.0,84762.0,129986.0,3042955800.0,4666497400.0,KOSPI,3.76
103590,58900.0,190178.0,364346.0,11201484200.0,21459979400.0,KOSPI,-3.6
139130,17680.0,350586.0,372540.0,6198360480.0,6586507200.0,KOSPI,2.26
007340,47800.0,191395.0,238674.0,9148681000.0,11408617200.0,KOSPI,3.02
006360,32600.0,7085817.0,7085817.0,230997634200.0,230997634200.0,KOSPI,4.65
375500,72100.0,398157.0,398157.0,28707119700.0,28707119700.0,KOSPI,1.69
004800,158100.0,19125.0,24498.0,3023662500.0,3873133800.0,KOSPI,-2.29
005850,56800.0,55815.0,81371.0,3170292000.0,4621872800.0,KOSPI,1.25
481050,1022225.0,17731.0,17731.0,18125071475.0,18125071475.0,KOSPI,0.02
009970,203000.0,22411.0,25247.0,4549433000.0,5125141000.0,KOSPI,6.9
026960,26250.0,65659.0,87189.0,1723548750.0,2288711250.0,KOSPI,4.17
003690,14630.0,566091.0,775183.0,8281911330.0,11340927290.0,KOSPI,5.78
383220,67000.0,79656.0,104962.0,5336952000.0,7032454000.0,KOSPI,3.08
161890,106900.0,222708.0,338959.0,23807485200.0,36234717100.0,KOSPI,4.5
001720,153000.0,14333.0,18733.0,2192949000.0,2866149000.0,KOSPI,4.01
011170,58700.0,62965.0,98356.0,3696045500.0,5773497200.0,KOSPI,1.73
450080,35450.0,383672.0,383672.0,13601172400.0,13601172400.0,KOSPI,4.57
000240,26400.0,124855.0,150004.0,3296172000.0,3960105600.0,KOSPI,3.73
081660,46500.0,113718.0,124663.0,5287887000.0,5796829500.0,KOSPI,5.56
449170,111530.0,81831.0,81831.0,9126611430.0,9126611430.0,KOSPI,0.02
426030,46270.0,929182.0,929182.0,42993251140.0,42993251140.0,KOSPI,-4.43
489790,48000.0,217204.0,331018.0,10425792000.0,15888864000.0,KOSPI,-2.04
014680,223500.0,21786.0,23744.0,4869171000.0,5306784000.0,KOSPI,-0.89
204320,51200.0,519423.0,519423.0,26594457600.0,26594457600.0,KOSPI,1.19
139260,120210.0,955321.0,955321.0,114839137410.0,114839137410.0,KOSPI,-9.22
161510,24995.0,696670.0,696670.0,17413266650.0,17413266650.0,KOSPI,1.01
004370,390000.0,18424.0,25090.0,7185360000.0,9785100000.0,KOSPI,3.59
103140,83800.0,331676.0,604444.0,27794448800.0,50652407200.0,KOSPI,3.84
004990,23450.0,148692.0,189373.0,3486827400.0,4440796850.0,KOSPI,2.63
0193T0,8225.0,40526735.0,40526735.0,333332395375.0,333332395375.0,KOSPI,-20.57
486290,10920.0,1907674.0,1907674.0,20831800080.0,20831800080.0,KOSPI,-1.27
282330,133500.0,77636.0,89724.0,10364406000.0,11978154000.0,KOSPI,9.16
085620,17000.0,165035.0,165035.0,2805595000.0,2805595000.0,KOSPI,1.01
069960,106400.0,368408.0,441686.0,39198611200.0,46995390400.0,KOSPI,-3.36
192820,202000.0,100465.0,127247.0,20293930000.0,25703894000.0,KOSPI,3.59
073240,7940.0,19927188.0,40269387.0,158221872720.0,319738932780.0,KOSPI,7.59
279570,5590.0,567597.0,567597.0,3172867230.0,3172867230.0,KOSPI,-1.58
139480,81400.0,90013.0,127369.0,7327058200.0,10367836600.0,KOSPI,2.13
007070,26450.0,314521.0,370599.0,8319080450.0,9802343550.0,KOSPI,6.65
030000,19120.0,319705.0,393597.0,6112759600.0,7525574640.0,KOSPI,2.25
005440,11830.0,464178.0,552307.0,5491225740.0,6533791810.0,KOSPI,-1.91
472150,18790.0,4298932.0,4298932.0,80776932280.0,80776932280.0,KOSPI,-6.03
336260,33000.0,1025182.0,2374543.0,33831006000.0,78359919000.0,KOSPI,-4.62
456600,57790.0,269119.0,269119.0,15552387010.0,15552387010.0,KOSPI,-4.6
278540,35070.0,25391.0,25391.0,890462370.0,890462370.0,KOSPI,-5.7
051600,47200.0,55551.0,79838.0,2622007200.0,3768353600.0,KOSPI,1.29
002790,26700.0,86876.0,118181.0,2319589200.0,3155432700.0,KOSPI,2.3
018670,220000.0,13046.0,17856.0,2870120000.0,3928320000.0,KOSPI,3.04
284430,20315.0,1064203.0,1064203.0,21619283945.0,21619283945.0,KOSPI,-2.89
385540,103205.0,3908.0,3908.0,403325140.0,403325140.0,KOSPI,-0.12
439260,50700.0,53471.0,95152.0,2710979700.0,4824206400.0,KOSPI,0.0
462870,32800.0,50887.0,66102.0,1669093600.0,2168145600.0,KOSPI,1.55
071970,56400.0,155357.0,264622.0,8762134800.0,14924680800.0,KOSPI,-4.73
292150,35165.0,391708.0,391708.0,13774411820.0,13774411820.0,KOSPI,-4.42
457190,62100.0,159710.0,291667.0,9917991000.0,18112520700.0,KOSPI,3.16
475150,55000.0,2782878.0,2782878.0,153058290000.0,153058290000.0,KOSPI,-4.68
214980,114675.0,63410.0,63410.0,7271541750.0,7271541750.0,KOSPI,-0.01
000120,78200.0,51741.0,60521.0,4046146200.0,4732742200.0,KOSPI,1.69
112610,42250.0,320362.0,320362.0,13535294500.0,13535294500.0,KOSPI,3.05
000155,441000.0,8495.0,8495.0,3746295000.0,3746295000.0,KOSPI,-5.97
105190,99200.0,505627.0,505627.0,50158198400.0,50158198400.0,KOSPI,-5.16
011210,62800.0,46529.0,70558.0,2922021200.0,4431042400.0,KOSPI,0.8
120110,56900.0,190460.0,232815.0,10837174000.0,13247173500.0,KOSPI,5.76
294400,130035.0,92915.0,92915.0,12082202025.0,12082202025.0,KOSPI,-5.08
441640,13135.0,746411.0,746411.0,9804108485.0,9804108485.0,KOSPI,-0.3
008770,42850.0,215011.0,346534.0,9213221350.0,14848981900.0,KOSPI,1.78
023590,38600.0,20758.0,28664.0,801258800.0,1106430400.0,KOSPI,-1.03
477080,107250.0,13799.0,13799.0,1479942750.0,1479942750.0,KOSPI,0.02
395400,5520.0,166676.0,166676.0,920051520.0,920051520.0,KOSPI,-0.9
020150,31250.0,189498.0,293671.0,5921812500.0,9177218750.0,KOSPI,0.0
006040,37000.0,49568.0,64560.0,1834016000.0,2388720000.0,KOSPI,2.21
001800,26900.0,78916.0,108663.0,2122840400.0,2923034700.0,KOSPI,4.06
442580,92495.0,1091214.0,1091214.0,100931838930.0,100931838930.0,KOSPI,-7.38
487230,21040.0,532787.0,532787.0,11209838480.0,11209838480.0,KOSPI,-1.93
379780,23850.0,237561.0,237561.0,5665829850.0,5665829850.0,KOSPI,-0.46
368590,30900.0,138588.0,138588.0,4282369200.0,4282369200.0,KOSPI,-1.36
446770,76360.0,216775.0,216775.0,16552939000.0,16552939000.0,KOSPI,-3.6
001740,7730.0,827907.0,827907.0,6399721110.0,6399721110.0,KOSPI,-2.15
466920,29450.0,899012.0,899012.0,26475903400.0,26475903400.0,KOSPI,-1.11
610063,55630.0,10.0,10.0,556300.0,556300.0,KOSPI,0.02
453850,7220.0,435946.0,435946.0,3147530120.0,3147530120.0,KOSPI,-0.14
020560,7390.0,95229.0,158034.0,703742310.0,1167871260.0,KOSPI,2.21
00680K,11130.0,128685.0,128685.0,1432264050.0,1432264050.0,KOSPI,-1.85
305720,13240.0,1681805.0,1681805.0,22267098200.0,22267098200.0,KOSPI,0.91
097230,16700.0,276141.0,276141.0,4611554700.0,4611554700.0,KOSPI,-2.91
329200,4025.0,1723948.0,1723948.0,6938890700.0,6938890700.0,KOSPI,0.0
322000,134000.0,241789.0,241789.0,32399726000.0,32399726000.0,KOSPI,-1.4
294870,22700.0,306099.0,403217.0,6948447300.0,9153025900.0,KOSPI,4.61
298020,345500.0,21409.0,33977.0,7396809500.0,11739053500.0,KOSPI,4.7
475630,1073680.0,20297.0,20297.0,21792482960.0,21792482960.0,KOSPI,0.03
069620,128000.0,19160.0,24577.0,2452480000.0,3145856000.0,KOSPI,2.81
006280,126500.0,34608.0,40906.0,4377912000.0,5174609000.0,KOSPI,3.43
089860,40100.0,101395.0,132832.0,4065939500.0,5326563200.0,KOSPI,1.78
0193W0,9675.0,11670575.0,11670575.0,112912813125.0,112912813125.0,KOSPI,-12.76
001120,37400.0,70451.0,93055.0,2634867400.0,3480257000.0,KOSPI,0.67
001430,40050.0,101968.0,141450.0,4083818400.0,5665072500.0,KOSPI,-1.84
181710,43100.0,57095.0,91150.0,2460794500.0,3928565000.0,KOSPI,0.7
0177N0,13240.0,4620175.0,4620175.0,61171117000.0,61171117000.0,KOSPI,-4.71
229640,45550.0,101712.0,156210.0,4632981600.0,7115365500.0,KOSPI,-4.31
152100,100520.0,266991.0,266991.0,26837935320.0,26837935320.0,KOSPI,-5.17
012630,22700.0,79289.0,100186.0,1799860300.0,2274222200.0,KOSPI,2.25
007310,334500.0,4512.0,5855.0,1509264000.0,1958497500.0,KOSPI,3.4
007810,55600.0,517605.0,962132.0,28778838000.0,53494539200.0,KOSPI,0.36
0195S0,7035.0,24850230.0,24850230.0,174821368050.0,174821368050.0,KOSPI,-20.42
192080,62100.0,34339.0,40000.0,2132451900.0,2484000000.0,KOSPI,1.97
390390,54970.0,1560332.0,1560332.0,85771450040.0,85771450040.0,KOSPI,-2.34
315930,76375.0,40042.0,40042.0,3058207750.0,3058207750.0,KOSPI,-3.54
436140,106440.0,13661.0,13661.0,1454076840.0,1454076840.0,KOSPI,-0.15
082640,8250.0,796135.0,796135.0,6568113750.0,6568113750.0,KOSPI,0.0
232080,13855.0,2280001.0,2280001.0,31589413855.0,31589413855.0,KOSPI,0.43
003540,26550.0,77718.0,117842.0,2063412900.0,3128705100.0,KOSPI,0.38
009155,434000.0,39077.0,39077.0,16959418000.0,16959418000.0,KOSPI,-8.15
157450,112350.0,19334.0,19334.0,2172174900.0,2172174900.0,KOSPI,0.01
415640,10200.0,71094.0,71094.0,725158800.0,725158800.0,KOSPI,-2.02
438080,14510.0,393841.0,393841.0,5714632910.0,5714632910.0,KOSPI,-0.41
281820,62500.0,285781.0,534564.0,17861312500.0,33410250000.0,KOSPI,-11.6
004000,47450.0,32203.0,49575.0,1528032350.0,2352333750.0,KOSPI,0.96
448330,16650.0,677761.0,677761.0,11284720650.0,11284720650.0,KOSPI,-2.03
000815,404000.0,4840.0,4840.0,1955360000.0,1955360000.0,KOSPI,1.0
0072R0,12965.0,1004005.0,1004005.0,13016924825.0,13016924825.0,KOSPI,1.93
091230,116950.0,246704.0,246704.0,28852032800.0,28852032800.0,KOSPI,-6.44
005070,35900.0,86392.0,167940.0,3101472800.0,6029046000.0,KOSPI,-0.28
017960,22900.0,183247.0,269621.0,4196356300.0,6174320900.0,KOSPI,-1.51
361610,14250.0,161081.0,224828.0,2295404250.0,3203799000.0,KOSPI,2.37
030610,10080.0,85299.0,120271.0,859813920.0,1212331680.0,KOSPI,2.96
497570,22395.0,1398510.0,1398510.0,31319631450.0,31319631450.0,KOSPI,-1.95
006340,14400.0,9548805.0,9548805.0,137502792000.0,137502792000.0,KOSPI,-6.8
0183J0,7680.0,1787190.0,1787190.0,13725619200.0,13725619200.0,KOSPI,-0.65
077970,27300.0,168504.0,314545.0,4600159200.0,8587078500.0,KOSPI,-2.85
066575,63500.0,81937.0,81937.0,5202999500.0,5202999500.0,KOSPI,-0.63
000080,15480.0,125608.0,165392.0,1944411840.0,2560268160.0,KOSPI,2.86
300720,14730.0,77459.0,113867.0,1140971070.0,1677260910.0,KOSPI,3.51
449450,54800.0,249322.0,249322.0,13662845600.0,13662845600.0,KOSPI,-1.78
479080,53635.0,26527.0,26527.0,1422775645.0,1422775645.0,KOSPI,0.02
445290,30625.0,836411.0,836411.0,25615086875.0,25615086875.0,KOSPI,-2.09
330590,3690.0,109596.0,109596.0,404409240.0,404409240.0,KOSPI,1.93
093370,9860.0,1705956.0,1705956.0,16820726160.0,16820726160.0,KOSPI,-3.62
009450,72000.0,73371.0,113996.0,5282712000.0,8207712000.0,KOSPI,4.96
003570,31450.0,44642.0,55888.0,1403990900.0,1757677600.0,KOSPI,0.32
000210,49700.0,61489.0,75321.0,3056003300.0,3743453700.0,KOSPI,-2.93
003090,17880.0,37179.0,56896.0,664760520.0,1017300480.0,KOSPI,4.75
465580,24960.0,647787.0,647787.0,16168763520.0,16168763520.0,KOSPI,-1.01
479520,106170.0,1600.0,1600.0,169872000.0,169872000.0,KOSPI,0.02
446720,13965.0,283477.0,283477.0,3958756305.0,3958756305.0,KOSPI,-0.53
451540,52970.0,3234.0,3234.0,171304980.0,171304980.0,KOSPI,-0.12
0139F0,101890.0,208.0,208.0,21193120.0,21193120.0,KOSPI,0.02
494890,28475.0,276814.0,276814.0,7882278650.0,7882278650.0,KOSPI,-5.32
003240,910000.0,1721.0,1950.0,1566110000.0,1774500000.0,KOSPI,0.66
469830,54245.0,125797.0,125797.0,6823858265.0,6823858265.0,KOSPI,0.03
226490,64445.0,276172.0,276172.0,17797904540.0,17797904540.0,KOSPI,-5.31
032350,12660.0,303129.0,446005.0,3837613140.0,5646423300.0,KOSPI,3.09
356540,101385.0,148.0,148.0,15004980.0,15004980.0,KOSPI,-0.23
449180,17260.0,633695.0,633695.0,10937575700.0,10937575700.0,KOSPI,-0.4
760009,107100.0,10.0,10.0,1071000.0,1071000.0,KOSPI,0.01
0117L0,10140.0,1590.0,1590.0,16122600.0,16122600.0,KOSPI,0.05
469150,50810.0,615362.0,615362.0,31266543220.0,31266543220.0,KOSPI,-6.43
